,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,Truth
125,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % ttp://beerkitchenclub.com/index.php,0.0
126,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,750 Pilsner Lager,0.0
127,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Double Blue IPA,Double Black IPA,Style Ale Hops,7.55 % BuyableInstoreAndOnline,0.0
128,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % [Hops] [Hops] Sour Ale,0.0
129,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % BuyableInstoreAndOnline Blue VOLUME --------------- 8,0.0
130,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % illi.brown.com Brew_Couture_1st_1.00,0.0
131,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Double Red Hot Ale,Midnight Sun Brewing Co.,American Amber or Red Ale,7.57 % irezBrewStyleBeerStyleName,0.0
132,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 % IEDOPC Beer_Name,0.0
133,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Style Porter,11.20 % Oldstyle_Bourbon,0.0
134,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 % 𻳥짘있즈河서铲 ABV 14.9,0.0
135,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Stout,- �,0.0
136,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,Amber Ale,5.15 %,0.0
137,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Climax Noel - Imperial Red Ale,Western Ale / Pale Ale,American Amber / White Ale,6.00 % illi,0.0
138,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Double Red Hot Ale,Midnight Sun Brewing Co.,American Amber / Red Ale,7.57 % uania Brewmaster,0.0
139,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,One Of America Brew Company,7.50 %,0.0
140,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %, 0, About Beer, , Beer begins,0.0
141,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,11.20 % 𔥖�,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,0.0
142,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,11.20 % 𔥖�, , RAW Paste Data, 0,0.0
143,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Blue Ale,5.40 % 𐐏𐐏𐐐�𐐐�𐐐��,0.0
144,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Big Stone Aged,Grand Prairie Brewing,American Barleywine,11.20 % 𐌬�𐌬�𐌬�𐌬�𐌬�𐌬�𐌬��,0.0
145,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % 𦖐么₃‍ᵒ₅⁅₂/�,0.0
146,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,37.62 % Beer_Name ABOUT US,0.0
147,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %, 0, A Few Words On:, , We have been using the Aged and Barrel aged versions of,0.0
148,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,- Ole,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,0.0
149,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Ole ' Sledger',Fitger 's Brewhouse,American Barleywine,- izzy,0.0
150,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.,0.0
151,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Pale Ale - Imperial Stout,The Bruin (10%),English Style ALBUMS 9.25,21.18 % rettycolbarleybrewer_name,0.0
152,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 % BuyableInstoreAndOnlineStyleAleStyleBeer,0.0
153,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % Eel Riverbrewer__brew_count = 6,0.0
154,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Double Red HOT Ale,Midnight Sun Brewing Company,American Pale Ale,7.57 % ????????,0.0
155,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 % vironmental CIGABYLD,0.0
156,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % BuyableInstoreAndOnline,0.0
157,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % braska Beer_Name,0.0
158,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber,8.20 % itolodaCol Beer_Name,0.0
159,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 % irez2ml,0.0
160, ,Howe Sound Inn & Brewing Company,One Of America Brew Company,7.50 %, Brewers are always pleased to, 0, , ,0.0
161, , About Beer,One Of America Brew Company,7.50 %,American Blonde / Red Ale,8.50 % itol,Blueberry OR Red Ale,Boston Beer Works - Canal Street,0.0
162, , About Beer, ,7.50 %,American Amber / Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % illiCO2 Colossal Colossal,0.0
163, , About Beer, , Beer begins,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 % ༼,0.0
164,11.20 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,Blue Spring Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 % *************************** 8.6% *************************** A.C.P.S. - 2% ABV,0.0
165,11.20 % 𔥖�, ,Stone Brewing Co. .,American Barleywine,Boston Beer Works - Canal Street,Boston Beer Works - Canal Street,Black IPA / Red Ale,3.08 % itol,0.0
166,11.20 % 𔥖�, , RAW Paste Data,American Barleywine,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Blue Ale,7.57 % 𔌼帰帰帰帰帰,0.0
167,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Brewery Cellar BEER Style Ale - Barrel Aged,Stone Brewing Co,American Imperial Brown Ale,10% *********************,0.0
168,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,3.05 % ˈbrewə/ Colorful-orange/ Black/ Light Brown Colourful-orange/ Black/ Light Brown 1,0.0
169,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / White Ale,8.21 % intestinal_conditioning_info_x9_beer_label.xml col_key intestinal_conditioning_,0.0
170,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,- aciously,0.0
171, ,Stone Brewing Co. .,American Barleywine,37.62 % Beer_Name ABOUT US,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,0.0
172, , A Few Words On:,American Barleywine,37.62 % Beer_Name ABOUT US,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Blue Ale,7.50 % _________________,0.0
173, , A Few Words On:, ,37.62 % Beer_Name ABOUT US, , Advertisements, 0,7.50 % _________________,0.0
174, , A Few Words On:, , We have been using the Aged and Barrel aged versions of,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % illiLiet Beverages - St. John's Batch,Redeemer Imperial Red Ale,0.0
175,-,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,Orange Blossom Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,Pale Ale / Black Ale,6.40 % 𐽐世爯國来了丑印仮�,0.0
176,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-,Climax Noel - Imperial Red Ale,Eel River Brewing Co,American Amber / Red Ale,8.25 % retty,0.0
177,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Blueberry Red Ale,"Baker Brothers, Co. / Beer Store",American IPA / Red Ale,5.41 % 𐍠�𐍠�鍘,0.0
178,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,0.0
179,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %, 0, DOB Rating - 1.5, , #1: Hops / Fruits Colored Beer Name,0.0
180,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,35.00 % idedrew,Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,0.0
181,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % Brew_Factory_Name,0.0
182,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,LABEL_NAME,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % 𔓐��ColStyle__,0.0
183,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Three Beaver Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 % _________________________________________________________________________ _________________________________________________________________________ 4.9 9 9 10 10 11 11 12 12 13 13 14 15 14 16,
184,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 % ertationCol Brew_Rate 1.4L 1.8L 2.8L 3.0L 4.,
185,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 % ONSORED,
186,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 % 𓀴𓀴𓀴𓀴𓀴𓀴,
187, ,Stone Brewing Co. .,American Barleywine,11.20 % irez2ml,Ole ' Ale ' beer,Fitger 's Brewhouse,'Redbeard Barleywine ( Bordeaux Barrel Aged ),,
188, ," Aged Aged, American Barleywine, American Style Ale",American Barleywine,11.20 % irez2ml,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,6.12 % �𷹿,
189, ," Aged Aged, American Barleywine, American Style Ale", ,11.20 % irez2ml, , Belgian/Belgian, 0, Lambic,
190, ," Aged Aged, American Barleywine, American Style Ale", , ,Boston Beer Works - Canal Street,American Amber / Red Ale,5.20 % .............................................................................................................. .............................................................................................................,Redeemer American Red Ale,
191, Brewers are always pleased to," Aged Aged, American Barleywine, American Style Ale", , , I hope this list helped you find something you like., 0,5.20 % .............................................................................................................. ............................................................................................................., ,
192,American Amber / Red Ale,8.20 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,IPA,9.20 % ______________________________________________________________________________,Climax Noel - Imperial Red Ale,Eel River Brewing Company .,
193,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Mountain Goat Brandy,Mountain Goat Beer Pty Ltd,American Amber / White Ale,5.46 % ???? SOLD OUT Colours are not available for sale.,
194,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %, , FESTI, 0,5.46 % ???? SOLD OUT Colours are not available for sale.,
195,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Eel River Brewing Co.,American Amber / Red Ale,9.20 %,Climax Noel - Imperial Red Ale,
196,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %," To get some of the best beer in the U.S., try a sample here , or use our craft brews section", 0,9.20 %, ,
197,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,American Amber / Red Ale,7.57 % itoliolcol Beer_Name,Double Red Hot Ale,Midnight Sun Brewing Co. .,
198,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,White Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % �,
199,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 % zzo,
200,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,Pannier Aged,11.20 % *************************** *COUPLE TURNUP & RENDING *************** We're proud to welcome the very deserving,
201,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-,Alpine Ale,Alpine Ale,American Amber / Red Ale,5.40 % 𠌟𠌟홱처과 때제처리이 �,
202,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Amber Ale,Baird Brewing Company / Fishmarket Taproom,Ale Ales & Red,3.75 % ��Brew_Name WATERBOWING,
203,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,5.27 % 𔥍� Beer_Name,
204, ,Howe Sound Inn & Brewing Company,American Amber / Blue Ale,7.50 % _________________,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 % ORIGINAL STYLE,
205, , Advertisements,American Amber / Blue Ale,7.50 % _________________,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,12.75 % 𐍍𐍞𐍞,
206,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Redeemer Imperial Red Ale,White Rose Amber Ale,Fisher Brewing Company,Red Rose Amber Ale,13.8% 𠈃帛战交免馬量辺宿実具�,
207,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Climax Noel - Imperial Pale Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % uaniabrew.com_beer_name_new_,
208,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 % ONSORED,
209,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 % 𐎷𐎷𐎷𐎷𐎷�,
210,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 % ____________________________________________ The Brewers at Old Guardian Brewery are proud to announce our first official Craft Beer Festival that is all about local craft beers,
211, ,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20,
212, , DOB Rating - 1.5,American Amber / Red Ale,7.50 %, ," American Amber Ale is based on ""British style imperial stout"" and is a pale ale produced in London by MillerCoors", 0,8.20,
213, , DOB Rating - 1.5, ,7.50 %,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 % isitions_french_brewer_brewer.html IPA Red Ale,Red Rose Amber Ale,
214, , DOB Rating - 1.5, , #1: Hops / Fruits Colored Beer Name,Red Rose Amber Ale,Chalk Tank,American Amber / Red Ale,5.40 % 𒸏𡵑여리,
215,5.40 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,"7.57 % ilitary_brewer_brewer_state BIN 9,200,000 9,200,000 ABBRE",
216,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Four Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,1.5 % ��,
217,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Glamour Brewery - Black Label,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % *************************** -,
218,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %, 0, *Name: Kegley Pale Ale, ," *Colors: White, Brown, Yellow",
219,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,83.05 % irez,Redeemer Imperial Red Ale,Boston Beer Works - Canal,American Amber / Red Ale,
220,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,
221,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone,American Barleywine,11.20 % ��,
222,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-,Climax Noel - Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % ��,
223,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Red Rose Amber Ale,Baird Brewing,Red Rose Amber Ale,5.40 % 𔔺,
224, ,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,6.12 % �𷹿,Green Valley Roo CO Budweiser / Kolsch / Coors Light,Baird Brewing Company / Fishmarket Taproom,Brown,5.40 % ɛ¶,
225, , Pilsners,American Amber / Red Ale,6.12 % �𷹿,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 % IPA Style Brew_Factory_Name,
226, , Pilsners, ,6.12 % �𷹿,Cappuccino & Vanilla Cake Porter - Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % illi,
227, , Pilsners, , Lambic,Double Red Hot Ale,Midnight Sun Brewing Co.,American Amber / Red Ale,7.57 % 𐒸,
228, , Pilsners, , Lambic, 0, 5., , CAT CASHEL,
229, , Belgian/Belgian, , Lambic,7.57 % ABV,Double Red HOT ALE,Midnight Sun Brewing Co. .,American Amber / Red Ale,
230,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Redeemer Imperial Red Ale,Triple Red Cold Ale,Midnight Sun Brewing Co. .,White Bitter,7.57 % 𐌺 𐌹 𐐌� 𐌭 �,
231,Boston Beer Works - Canal Street,American Amber / Red Ale,5.20 % .............................................................................................................. ............................................................................................................., ,,,,,
232, I hope this list helped you find something you like.,American Amber / Red Ale,5.20 % .............................................................................................................. ............................................................................................................., ,,,,,
233,American Amber / Red Ale,9.20 %,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,,,,,
234,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,,,,,
235, ,Mountain Goat Beer Pty Ltd,American Amber / White Ale,5.46 % ???? SOLD OUT Colours are not available for sale.,,,,,
236, , FESTI,American Amber / White Ale,5.46 % ???? SOLD OUT Colours are not available for sale.,,,,,
237,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Climax Noel - Imperial Red Ale,,,,,
238,Eel River Brewing Co.,American Amber / Red Ale,9.20 %, ,,,,,
239," To get some of the best beer in the U.S., try a sample here , or use our craft brews section",American Amber / Red Ale,9.20 %, ,,,,,
240,American Amber / Red Ale,7.57 %,Double Red Hot Ale,Midnight Sun Brewing Co. .,,,,,
241,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,,,,,
242,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,,,,,
243,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,,,,,
244,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,,,,,
245,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,,,,,
246,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,,,,,
247,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,,,,,
248,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,,,,,
249,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,,,,,
250,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,,,,,
251,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,,,,,
252,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,,,,,
253,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,,,,,
254,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,,,,,
255, ,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20,,,,,
256, ," American Amber Ale is based on ""British style imperial stout"" and is a pale ale produced in London by MillerCoors",American Amber / Red Ale,8.20,,,,,
257,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Red Rose Amber Ale,,,,,
258,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,,,,,
259,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,,,,,
260,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,,,,,
261,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,,,,,
262, ,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % *************************** -,,,,,
263, , *Name: Kegley Pale Ale,American Amber / Red Ale,9.20 % *************************** -,,,,,
264, , *Name: Kegley Pale Ale, ,9.20 % *************************** -,,,,,
265, , *Name: Kegley Pale Ale, ," *Colors: White, Brown, Yellow",,,,,
266,8.20 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,,,,,
267,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,,,,,
268,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,,,,,
269,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,,,,,
270,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,,,,,
271,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,,,,,
272,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,,,,,
273,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,,,,,
274,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,,,,,
275, ,Midnight Sun Brewing Co.,American Amber / Red Ale,7.57 % 𐒸,,,,,
276, , 5.,American Amber / Red Ale,7.57 % 𐒸,,,,,
277, , 5., ,7.57 % 𐒸,,,,,
278, , 5., , CAT CASHEL,,,,,
279,7.57 %,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,,,,,
280,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,,,,,
